email,syntax_valid,domain_exists,mx_record_exists,role_based,disposable,smtp_valid,blacklist,catch_all,status,verdict
"244,aa9c30fcadcd2e3,conley plc,http://www.clements-eaton.biz/,lithuania,business-focused human-resource ability,1970,internet,3095",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"245,4daeeda7cbc40a1,""serrano, moses and ho"",https://serrano.info/,kenya,team-oriented well-modulated open system,1974,nanotechnology,5247",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"246,cffbc964c8c205d,hernandez ltd,http://todd.info/,indonesia,cloned tangible solution,2003,environmental services,795",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"247,f86decb73e533ee,""hoover, johns and french"",https://www.ferrell.com/,myanmar,function-based heuristic help-desk,2015,biotechnology / greentech,5436",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"248,bba52b87bb6a32f,king inc,https://www.fry.org/,afghanistan,digitized attitude-oriented approach,1985,apparel / fashion,6819",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"249,72b67eeb42b2c4e,mcclain ltd,http://www.long.com/,united kingdom,innovative disintermediate hub,1993,information technology / it,6001",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"250,b715731fa4a6cdb,""rojas, andrews and odonnell"",http://www.wells-harrison.org/,algeria,right-sized explicit migration,1981,library,6429",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"251,2a129bbaa34269b,""hoover, mack and larsen"",https://www.franklin.biz/,mauritius,polarized fault-tolerant projection,1995,civic / social organization,4502",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"252,ac205ff97de5f0d,rosales-armstrong,https://rollins-young.com/,mexico,customizable methodical function,2019,building materials,3362",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"253,ff4cdcd04bc0da8,newton llc,https://www.sloan.info/,belarus,intuitive dynamic local area network,1997,mental health care,3886",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"254,d8d49e364c4bc6d,griffin-bauer,http://www.moss.com/,russian federation,synergized 24hour neural-net,1987,security / investigations,8587",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"255,6be8a1ef720fd32,whitaker-lara,https://buckley-mayo.com/,azerbaijan,persistent motivating project,1992,glass / ceramics / concrete,8323",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"256,85c367ec9bd73cb,arellano-kemp,http://www.mcclure.com/,saint pierre and miquelon,horizontal clear-thinking info-mediaries,1971,medical equipment,1993",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"257,fec091eacca3def,henderson group,https://www.krause-mcfarland.com/,myanmar,function-based global secured line,1992,think tanks,2553",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"258,94e7ccbaee6e83a,simon-decker,https://www.cameron-mcdonald.com/,israel,self-enabling exuding open system,1976,accounting,9686",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"259,cc5198a07dcfcfe,""snyder, gordon and merritt"",https://hale.info/,malawi,stand-alone tertiary frame,1982,management consulting,1982",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"260,a832ebc6811df1a,ward-cox,http://medina.com/,barbados,diverse mobile portal,2009,facilities services,2996",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"261,6de050494d4602b,""mathis, salazar and ramsey"",https://www.wiley-maynard.org/,indonesia,optimized homogeneous algorithm,1995,dairy,2781",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"262,6e2fa3d40fdfdec,hobbs-johnston,http://www.proctor.com/,guinea-bissau,multi-channeled uniform task-force,1994,program development,5840",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"263,d343b9db0563a4e,hunter-kane,http://petersen-heath.com/,cook islands,secured intangible functionalities,2004,individual / family services,346",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"264,f1d6ccc4fa590a1,horn-faulkner,https://irwin.com/,slovenia,triple-buffered attitude-oriented process improvement,2014,medical equipment,6495",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"265,f8d84d6df09ea0e,singh-pace,https://www.cruz-duffy.net/,rwanda,self-enabling human-resource utilization,1977,broadcast media,8318",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"266,1f8d1eb79aad8e6,moss inc,http://barrett.com/,grenada,secured client-driven array,1997,electrical / electronic manufacturing,48",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"267,f41fddfa46ad4b8,tate ltd,http://www.herrera.com/,guatemala,advanced analyzing middleware,1993,staffing / recruiting,4118",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"268,c8684b5670817dc,foster-knapp,http://www.wolfe.com/,uganda,optimized foreground middleware,2010,cosmetics,2413",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"269,9ef87fe5f8d0a16,""hoffman, castillo and oneal"",http://donaldson.com/,namibia,sharable foreground moderator,1985,research industry,2609",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"270,eb43ce5cb105fcc,maddox-novak,http://mcclure.com/,costa rica,future-proofed asynchronous ability,2009,warehousing,4031",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"271,bf3cbd862dd99e7,""cordova, huerta and barry"",https://www.hamilton.com/,saint martin,enhanced bottom-line service-desk,1983,research industry,7118",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"272,30a079b41f85cf7,horn-blake,https://www.logan.org/,hungary,persistent eco-centric project,2017,dairy,4156",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"273,ae0e362b3a36abc,""reynolds, hays and hampton"",http://www.graves.com/,niger,exclusive disintermediate benchmark,2014,semiconductors,3752",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"274,7c8753fde02d1a1,holloway llc,https://gonzalez.com/,malawi,extended asynchronous moderator,2019,investment banking / venture,561",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"275,8e07e6babe4dad5,""kelley, nash and burns"",http://elliott.com/,saint helena,diverse 24hour hub,2002,printing,2913",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"276,54fa48043aaacd4,jacobs-sawyer,https://romero-gould.com/,cape verde,phased system-worthy website,1993,maritime,3118",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"277,e7e1d499c94d9dd,russo-cameron,https://vazquez.org/,indonesia,proactive analyzing knowledgebase,2012,apparel / fashion,5680",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"278,c7e63e490bde0e4,cain group,http://www.waters-walker.info/,niue,cross-platform full-range project,1994,supermarkets,9505",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"279,6f1cdbd6364d8c8,shea-peck,http://ramsey-camacho.com/,saint helena,visionary directional attitude,2005,alternative medicine,8338",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"280,6426a5886e94bcd,grimes plc,http://www.manning.com/,korea,universal interactive standardization,2005,civil engineering,3070",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"281,136dd17ebfae94f,hopkins-wood,https://ayers.net/,croatia,de-engineered reciprocal customer loyalty,1987,pharmaceuticals,3160",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"282,ff3aeca14f2b61b,""hobbs, evans and holder"",http://www.murillo.com/,italy,customizable explicit flexibility,2001,aviation / aerospace,8461",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"283,00b6a6fdc035ff3,fletcher plc,https://www.shepard.com/,grenada,configurable transitional benchmark,1993,logistics / procurement,5184",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"284,aacadfad1365da3,macias-roth,http://buckley.com/,hungary,realigned empowering service-desk,1988,defense / space,6796",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"285,ab2bfec96f40b9b,""guerra, mays and alvarado"",http://www.wilkins.net/,india,implemented 24hour orchestration,2019,fine art,1971",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"286,5e2bb2dace9511e,whitaker group,https://koch-andrews.com/,chad,open-source zero administration approach,2005,computer software / engineering,7007",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"287,a4fecc8bb7aff7b,fritz ltd,http://padilla-morales.net/,kazakhstan,de-engineered intangible protocol,1975,graphic design / web design,7020",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"288,bcaac3adb10bf1c,knapp-maldonado,https://www.kennedy.com/,christmas island,cross-group national circuit,2013,e - learning,6143",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"289,a0bbb5ab97fe257,robinson plc,https://www.manning-barron.com/,canada,function-based analyzing benchmark,2003,broadcast media,1310",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"290,081abb2bd2ebfd7,adkins-walters,https://www.hernandez-allison.net/,malawi,multi-channeled homogeneous moratorium,1994,sports,1790",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"291,e7a2a45efbccd6a,wu-murray,https://www.guerrero.com/,pitcairn islands,user-centric 24/7 encoding,2008,veterinary,728",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"292,22f15be620aa6ae,foster inc,http://mcpherson-ray.com/,france,enterprise-wide well-modulated parallelism,1981,legislative office,7348",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"293,a6a0dffac6dceca,""arellano, moran and conway"",http://www.cisneros.org/,papua new guinea,configurable intermediate customer loyalty,1976,food / beverages,4941",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"294,e3b672feed6ecba,todd-mccarty,http://www.bradford.com/,guinea-bissau,upgradable intangible application,1984,performing arts,1416",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"295,c9dbfbffffef44c,lee-marks,http://www.york-stuart.biz/,costa rica,vision-oriented object-oriented info-mediaries,1985,marketing / advertising / sales,3511",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"296,c17dd0331dc1cfc,""watkins, russo and henry"",https://www.coffey.biz/,turkmenistan,seamless dedicated application,2015,real estate / mortgage,2401",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"297,f4ba33faae5dcc6,dixon inc,https://esparza.com/,guinea-bissau,cross-platform radical help-desk,2013,utilities,7607",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"298,a4ff0d1bed7ad9f,watkins group,http://walker.com/,guernsey,realigned methodical conglomeration,2005,mental health care,9013",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"299,a8fd24e2bb7d0fd,kirk-moody,https://oneal-avery.com/,cameroon,operative solution-oriented process improvement,1971,government administration,4110",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"300,fdcceeffac73497,larson ltd,https://chandler.info/,gabon,function-based tertiary superstructure,2014,wireless,5197",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"301,05bbfbda2ad8e1a,perez group,http://harper.com/,comoros,devolved empowering complexity,2007,wine / spirits,8889",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"302,8ae1cfde8b9d2fe,charles inc,https://matthews.info/,new zealand,digitized client-driven concept,2011,utilities,7014",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"303,18640d896c7cbfa,green-frye,http://mcfarland.biz/,uzbekistan,customizable directional monitoring,2011,computer networking,7776",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"304,b81ea4bd32537cf,banks plc,https://www.clark.com/,greece,down-sized optimizing workforce,2003,machinery,7919",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"305,ccd85e8579f9c7e,""hood, evans and waters"",https://www.lowery.com/,austria,cloned bottom-line circuit,2006,medical equipment,6998",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"306,9dbc7adcc0aa5cd,roberson-bailey,http://www.pennington-graves.net/,maldives,customer-focused analyzing neural-net,2006,political organization,4131",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"307,c5a29a5d184a255,hurley-marquez,http://www.nicholson.com/,sudan,versatile modular local area network,2017,telecommunications,3313",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"308,eaf5ae0fcbcb4dd,macdonald plc,http://www.huffman.com/,ethiopia,progressive hybrid complexity,1975,events services,6603",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"309,7fdeeff01a742de,salas and sons,http://patrick.com/,iran,visionary scalable parallelism,1991,food production,2668",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"310,e9bebd37bfee7bb,""howe, byrd and owens"",https://warner-mcconnell.com/,australia,pre-emptive reciprocal application,2010,financial services,7597",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"311,df8e88cfabc1f3d,acosta-lam,http://www.pugh.biz/,finland,front-line maximized task-force,1991,oil / energy / solar / greentech,4437",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"312,f32aed40d49de04,crane plc,https://gregory.biz/,gibraltar,automated content-based extranet,2015,information services,6357",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"313,232421ddba377d2,""english, oneal and savage"",https://www.parker.net/,nicaragua,multi-layered actuating toolset,1989,dairy,3209",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"314,bf25c5b234e77b3,""carey, moss and bolton"",https://pena-krueger.com/,timor-leste,de-engineered human-resource utilization,2020,graphic design / web design,2613",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"315,99eb2cd1dd8ba61,caldwell ltd,https://hudson-blair.org/,tonga,distributed 24/7 functionalities,1978,entertainment / movie production,5260",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"316,5ddef3d40fd0dd5,maddox ltd,https://www.cox.org/,malawi,advanced contextually-based task-force,2011,individual / family services,5972",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"317,47344a0d7ded6a5,byrd inc,https://massey-holder.com/,jordan,mandatory multi-state circuit,2016,computer games,3182",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"318,71d0fabef420ac6,williams-pennington,https://www.short-strong.com/,greenland,profit-focused fault-tolerant database,1972,packaging / containers,4484",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"319,ebcdb3f8d9ac4a0,""schaefer, graham and valdez"",https://www.ochoa.net/,united arab emirates,ameliorated 24/7 monitoring,2010,chemicals,1681",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"320,53dc3cb36be137a,oconnell-ponce,https://www.pitts.com/,uzbekistan,inverse interactive task-force,1999,alternative dispute resolution,6702",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"321,2dc933bd78efeca,schroeder llc,https://case-jacobson.org/,kenya,innovative web-enabled application,1979,transportation,1185",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"322,231dabce88ad4ed,horn-pace,http://bernard-trujillo.biz/,vanuatu,future-proofed system-worthy hub,1998,outsourcing / offshoring,6162",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"323,7aaa6f43e615f0f,donovan-carson,http://simpson-herring.com/,pakistan,re-engineered explicit approach,2013,human resources / hr,7498",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"324,be58dba10fe0f9f,pittman-buchanan,http://www.hardy.com/,united states of america,organic motivating complexity,1988,farming,3610",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"325,9e0f10edfbecfa7,""bridges, velez and rivera"",http://www.obrien-branch.biz/,new zealand,organic upward-trending database,1993,media production,8480",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"326,6f442e8596b4b4e,michael-lee,https://www.trevino.com/,andorra,down-sized dynamic core,2004,law practice / law firms,8506",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"327,0d2d0dc2ddb267c,alvarado-anthony,http://www.perry-mcgee.com/,cape verde,down-sized interactive core,1978,outsourcing / offshoring,28",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"328,d8ec443ba5419a7,""dunlap, mccullough and pittman"",http://www.paul.com/,israel,up-sized needs-based extranet,2014,dairy,8217",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"329,a9bd11dd18efe77,petty ltd,https://berg.org/,sao tome and principe,future-proofed non-volatile open architecture,2013,business supplies / equipment,7455",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"330,d9df1ddb55ced8b,""flowers, levy and wallace"",http://mosley.biz/,united states minor outlying islands,profound needs-based hub,1976,chemicals,1831",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"331,43ba3b8ac463b8b,brooks inc,https://www.greene-beasley.com/,spain,open-architected 24/7 process improvement,1976,medical equipment,4320",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"332,487110e58a9b49f,hanna plc,https://www.navarro.com/,french southern territories,multi-channeled maximized circuit,1987,sports,7806",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"333,5a3d438bd544b85,thompson ltd,http://www.berry.com/,andorra,extended 24/7 focus group,1980,chemicals,6676",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"334,c477dfe441aa317,hendricks plc,https://lyons.info/,grenada,devolved uniform analyzer,1981,defense / space,4680",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"335,bf0ebca305efbe4,houston-ayala,https://burns.com/,anguilla,ameliorated high-level adapter,2020,legislative office,4704",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"336,f58be3967e3fa62,palmer-stokes,https://nelson.com/,denmark,devolved neutral approach,2016,civic / social organization,3242",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"337,1d1a0fbb82a912b,avila-nelson,http://quinn-hammond.com/,lesotho,implemented empowering solution,2012,cosmetics,2235",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"338,f331451eebe6a36,bird and sons,http://kramer.com/,nepal,enterprise-wide secondary data-warehouse,1977,biotechnology / greentech,7050",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"339,5bace1cfefb3274,""york, harding and huerta"",https://www.jennings-wade.info/,vietnam,virtual methodical conglomeration,2021,public relations / pr,6532",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"340,f7adb3a0e3553df,graham ltd,http://stewart-tyler.org/,greece,synchronized bifurcated capability,1979,logistics / procurement,5786",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"341,cc06c8c9ac5d4db,""dunlap, moss and dixon"",http://harding.com/,estonia,optional disintermediate frame,1976,information services,2874",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"342,7afc73041e58cc5,norman-hoffman,https://www.quinn.biz/,yemen,universal uniform task-force,2016,banking / mortgage,2080",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"343,61ff50b0caece58,allison plc,http://cisneros.com/,france,intuitive explicit pricing structure,1993,maritime,1545",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"344,51acf1269e194e8,parrish group,http://www.wright.com/,british indian ocean territory (chagos archipelago),persevering incremental contingency,2019,hospital / health care,1",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"345,073cf1efaada57a,gardner ltd,https://barnes-reynolds.com/,bahrain,enterprise-wide asymmetric customer loyalty,1970,religious institutions,3702",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"346,6c5ccdef7e39310,everett-frederick,https://www.wong.info/,palau,stand-alone web-enabled utilization,2002,executive office,5890",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"347,1df847ecdc9e6c8,kaiser-newman,https://www.faulkner.com/,wallis and futuna,ergonomic hybrid core,1990,wireless,8323",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"348,effe2cb0aacfdfb,""morris, villegas and english"",http://www.stephenson.com/,kenya,multi-channeled cohesive moderator,2021,sporting goods,9089",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"349,fe77df31b8681a9,""nichols, dawson and holloway"",http://cochran-obrien.info/,uruguay,phased heuristic graphic interface,2009,venture capital / vc,2198",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"350,ceab4db1cad0adf,sharp and sons,https://www.collier.com/,china,organic neutral infrastructure,2010,investment management / hedge fund / private equity,2828",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"351,a0f2de6c4fedeee,mann plc,https://www.chase.biz/,palau,secured local knowledge user,1995,food production,5799",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"352,a5a4bbcb9221beb,house-mueller,http://www.bradford-marks.com/,mayotte,vision-oriented bandwidth-monitored utilization,2015,printing,1859",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"353,446b3ad08a2ffdd,""bright, randolph and romero"",https://www.washington.com/,namibia,face-to-face non-volatile approach,1987,sporting goods,1904",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"354,680dca425fdbb9b,howe group,https://www.foster.net/,lesotho,proactive homogeneous project,1987,newspapers / journalism,2895",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"355,cdfbabdd3ae5ca1,mills-clements,https://newton.com/,kenya,right-sized responsive hardware,1988,public relations / pr,8674",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"356,f6cfebba4acd3ca,edwards ltd,http://www.davidson-freeman.org/,ghana,universal systemic intranet,1997,military industry,5943",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"357,b943aa9d8d33575,dougherty-tate,http://pace.org/,honduras,optimized fault-tolerant infrastructure,1991,food production,8318",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"358,e0d3f8bae7a2ff1,hill-ramirez,https://www.adams.com/,niue,compatible intangible productivity,2013,veterinary,4736",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"359,ee6af2e2fc5dc3b,""frost, zimmerman and vargas"",https://www.harding-carter.biz/,macedonia,programmable empowering info-mediaries,1978,events services,4953",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"360,bed4ce44b1e9ab6,""conway, case and rowland"",https://www.livingston.com/,vanuatu,customizable bi-directional conglomeration,1983,investment banking / venture,3026",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"361,40a8fb50dec2fcb,combs-romero,https://www.fry.com/,suriname,persevering demand-driven moratorium,2019,computer / network security,7903",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"362,dfa6b1cf6ffbddc,mccall-flowers,http://www.mathis-rowland.net/,france,seamless foreground encoding,2013,sports,4243",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"363,4fe8c3aafea8d46,""hart, kent and hurley"",https://www.beasley.com/,timor-leste,upgradable holistic methodology,2010,media production,2836",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"364,33f55bf31e1fd3b,curry group,https://www.kaufman.com/,monaco,managed directional paradigm,1978,paper / forest products,2190",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"365,19d7de485e79df6,""hinton, lucero and hancock"",http://www.black-rojas.com/,cameroon,fully-configurable discrete definition,2003,medical equipment,5594",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"366,4f0ce0d87b8de03,daniels ltd,https://collier.com/,togo,advanced zero tolerance policy,2000,mining / metals,7702",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"367,3ed7b5f7c7f2bfe,cline inc,https://randolph.com/,argentina,enhanced exuding parallelism,2009,translation / localization,8887",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"368,4ded9e3ff968e7c,guerrero group,https://morse.com/,azerbaijan,down-sized disintermediate core,2014,civil engineering,3313",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"369,2c676bfb58d9907,""humphrey, holloway and lutz"",https://www.oneill.org/,gabon,managed homogeneous instruction set,1982,museums / institutions,1419",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"370,f8a35a4b5d7b2c1,""best, mckay and guerrero"",http://andrade.com/,chad,enterprise-wide encompassing graphical user interface,2020,building materials,871",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"371,5b0626bfa0ecbe4,""ayers, andrews and branch"",http://www.terrell-wood.com/,ukraine,secured transitional support,2009,online publishing,934",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"372,0b19f0056c68e6f,holland group,https://oliver-figueroa.com/,estonia,centralized bandwidth-monitored knowledgebase,1979,paper / forest products,7664",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"373,9dcfc8838153dfd,saunders-fitzgerald,http://banks.com/,zimbabwe,cloned solution-oriented utilization,1979,think tanks,6956",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"374,d53bb1ce57423fc,walls-guerra,https://www.harper.com/,ukraine,configurable high-level definition,1999,textiles,5701",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"375,e35517078fc19db,kline-sampson,https://dillon.com/,guam,realigned real-time success,1973,arts / crafts,2185",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"376,7b246de0ba52435,""moyer, miranda and fleming"",http://finley.com/,sierra leone,reverse-engineered asynchronous open architecture,2019,staffing / recruiting,3482",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"377,badce4b6b7e6ecf,mcmahon plc,https://www.brock.com/,haiti,stand-alone modular model,2012,automotive,8491",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"378,cbbb2861c47e17d,mendoza plc,http://rodgers.com/,kiribati,cross-platform tertiary open system,1986,telecommunications,4233",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"379,b8cf10df1624bd1,""byrd, baker and walsh"",http://snow-reynolds.net/,nigeria,distributed asynchronous standardization,2005,facilities services,1786",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"380,a7d5585efe783de,wagner-lawrence,http://cline.biz/,denmark,seamless executive flexibility,1976,law practice / law firms,5799",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"381,b6cf3a0fe2a5acd,tate plc,http://www.fuentes-morgan.info/,georgia,synchronized discrete challenge,2020,machinery,9286",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"382,0d0c11aff8a6a8c,moyer-benson,http://ramirez.com/,zambia,managed systemic interface,1985,wireless,6993",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
